N = ,1, n = ,4, Step = ,0, Prob(rr) = ,0.238, Prob(fr) = ,0.877, Prob(sr) = ,0.163,Random Number (%) = ,0.147705
N = ,12, n = ,19, Step = ,10, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.255035
N = ,12, n = ,19, Step = ,11, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.199524
N = ,12, n = ,19, Step = ,11, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) Follow Recommendation = ,0.478821
N = ,12, n = ,19, Step = ,11, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) Submit Rating = ,0.180878
N = ,12, n = ,19, Step = ,12, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.676636
N = ,12, n = ,19, Step = ,13, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.990387
N = ,12, n = ,19, Step = ,14, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.933594
N = ,12, n = ,19, Step = ,15, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.574829
N = ,12, n = ,19, Step = ,16, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.714996
N = ,12, n = ,19, Step = ,17, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.542267
N = ,12, n = ,19, Step = ,18, Prob(rr) = ,0.221, Prob(fr) = ,0.877, Prob(sr) = ,0.142,Random Number (%) = ,0.815643
N = ,13, n = ,8, Step = ,0, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) = ,0.281799
N = ,13, n = ,8, Step = ,1, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) = ,0.764832
N = ,13, n = ,8, Step = ,2, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) = ,0.671906
N = ,13, n = ,8, Step = ,3, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) = ,0.190491
N = ,13, n = ,8, Step = ,3, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.524689
N = ,13, n = ,8, Step = ,3, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.154602
N = ,13, n = ,8, Step = ,3, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.924957
N = ,13, n = ,8, Step = ,4, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) = ,0.515045
N = ,13, n = ,8, Step = ,5, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) = ,0.139374
N = ,13, n = ,8, Step = ,5, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.298523
N = ,13, n = ,8, Step = ,5, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.868774
N = ,13, n = ,8, Step = ,6, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) = ,0.623932
N = ,13, n = ,8, Step = ,7, Prob(rr) = ,0.232, Prob(fr) = ,0.87, Prob(sr) = ,0.181,Random Number (%) = ,0.967438
N = ,14, n = ,7, Step = ,0, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) = ,0.042694
N = ,14, n = ,7, Step = ,0, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) Follow Recommendation = ,0.070099
N = ,14, n = ,7, Step = ,0, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) Submit Rating = ,0.932526
N = ,14, n = ,7, Step = ,1, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) = ,0.980865
N = ,14, n = ,7, Step = ,2, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) = ,0.293365
N = ,14, n = ,7, Step = ,3, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) = ,0.941254
N = ,14, n = ,7, Step = ,4, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) = ,0.376556
N = ,14, n = ,7, Step = ,5, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) = ,0.581207
N = ,14, n = ,7, Step = ,6, Prob(rr) = ,0.219, Prob(fr) = ,0.871, Prob(sr) = ,0.161,Random Number (%) = ,0.484161
N = ,15, n = ,15, Step = ,0, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.343109
N = ,15, n = ,15, Step = ,1, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.42218
N = ,15, n = ,15, Step = ,2, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.980438
N = ,15, n = ,15, Step = ,3, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.863861
N = ,15, n = ,15, Step = ,4, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.883331
N = ,15, n = ,15, Step = ,5, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.715149
N = ,15, n = ,15, Step = ,6, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.511688
N = ,15, n = ,15, Step = ,7, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.882324
N = ,15, n = ,15, Step = ,8, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.529633
N = ,15, n = ,15, Step = ,9, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.458344
N = ,15, n = ,15, Step = ,10, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.606354
N = ,15, n = ,15, Step = ,11, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.702972
N = ,15, n = ,15, Step = ,12, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.272827
N = ,15, n = ,15, Step = ,13, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.259949
N = ,15, n = ,15, Step = ,14, Prob(rr) = ,0.218, Prob(fr) = ,0.879, Prob(sr) = ,0.17,Random Number (%) = ,0.456329
N = ,16, n = ,8, Step = ,0, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) = ,0.127625
N = ,16, n = ,8, Step = ,0, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) Follow Recommendation = ,0.406464
N = ,16, n = ,8, Step = ,0, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) Submit Rating = ,0.965088
N = ,16, n = ,8, Step = ,1, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) = ,0.837982
N = ,16, n = ,8, Step = ,2, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) = ,0.842072
N = ,16, n = ,8, Step = ,3, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) = ,0.719269
N = ,16, n = ,8, Step = ,4, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) = ,0.071472
N = ,16, n = ,8, Step = ,4, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) Follow Recommendation = ,0.87616
N = ,16, n = ,8, Step = ,5, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) = ,0.399109
N = ,16, n = ,8, Step = ,6, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) = ,0.268738
N = ,16, n = ,8, Step = ,7, Prob(rr) = ,0.201, Prob(fr) = ,0.854, Prob(sr) = ,0.167,Random Number (%) = ,0.34845
N = ,17, n = ,16, Step = ,0, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.635376
N = ,17, n = ,16, Step = ,1, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.781616
N = ,17, n = ,16, Step = ,2, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.8461
N = ,17, n = ,16, Step = ,3, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.860718
N = ,17, n = ,16, Step = ,4, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.901093
N = ,17, n = ,16, Step = ,5, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.287659
N = ,17, n = ,16, Step = ,6, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.032501
N = ,17, n = ,16, Step = ,6, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Follow Recommendation = ,0.713531
N = ,17, n = ,16, Step = ,6, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Submit Rating = ,0.890381
N = ,17, n = ,16, Step = ,7, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.086334
N = ,17, n = ,16, Step = ,7, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Follow Recommendation = ,0.704224
N = ,17, n = ,16, Step = ,7, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Submit Rating = ,0.869873
N = ,17, n = ,16, Step = ,8, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.423584
N = ,17, n = ,16, Step = ,9, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.965759
N = ,17, n = ,16, Step = ,10, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.905121
N = ,17, n = ,16, Step = ,11, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.085846
N = ,17, n = ,16, Step = ,11, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Follow Recommendation = ,0.533112
N = ,17, n = ,16, Step = ,11, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Submit Rating = ,0.6315
N = ,17, n = ,16, Step = ,12, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.60025
N = ,17, n = ,16, Step = ,13, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.075226
N = ,17, n = ,16, Step = ,13, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Follow Recommendation = ,0.323883
N = ,17, n = ,16, Step = ,13, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Submit Rating = ,0.487579
N = ,17, n = ,16, Step = ,14, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.545624
N = ,17, n = ,16, Step = ,15, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) = ,0.08136
N = ,17, n = ,16, Step = ,15, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Follow Recommendation = ,0.152588
N = ,17, n = ,16, Step = ,15, Prob(rr) = ,0.22, Prob(fr) = ,0.885, Prob(sr) = ,0.159,Random Number (%) Submit Rating = ,0.430969
N = ,18, n = ,10, Step = ,0, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.639252
N = ,18, n = ,10, Step = ,1, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.423737
N = ,18, n = ,10, Step = ,2, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.80838
N = ,18, n = ,10, Step = ,3, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.201782
N = ,18, n = ,10, Step = ,3, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) Follow Recommendation = ,0.993622
N = ,18, n = ,10, Step = ,4, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.531464
N = ,18, n = ,10, Step = ,5, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.609467
N = ,18, n = ,10, Step = ,6, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.742493
N = ,18, n = ,10, Step = ,7, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.698883
N = ,18, n = ,10, Step = ,8, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.756256
N = ,18, n = ,10, Step = ,9, Prob(rr) = ,0.213, Prob(fr) = ,0.871, Prob(sr) = ,0.173,Random Number (%) = ,0.282623
N = ,19, n = ,5, Step = ,0, Prob(rr) = ,0.203, Prob(fr) = ,0.874, Prob(sr) = ,0.147,Random Number (%) = ,0.143494
N = ,19, n = ,5, Step = ,0, Prob(rr) = ,0.203, Prob(fr) = ,0.874, Prob(sr) = ,0.147,Random Number (%) Follow Recommendation = ,0.980011
N = ,19, n = ,5, Step = ,1, Prob(rr) = ,0.203, Prob(fr) = ,0.874, Prob(sr) = ,0.147,Random Number (%) = ,0.623291
N = ,19, n = ,5, Step = ,2, Prob(rr) = ,0.203, Prob(fr) = ,0.874, Prob(sr) = ,0.147,Random Number (%) = ,0.488373
N = ,19, n = ,5, Step = ,3, Prob(rr) = ,0.203, Prob(fr) = ,0.874, Prob(sr) = ,0.147,Random Number (%) = ,0.902863
N = ,19, n = ,5, Step = ,4, Prob(rr) = ,0.203, Prob(fr) = ,0.874, Prob(sr) = ,0.147,Random Number (%) = ,0.428741
N = ,20, n = ,16, Step = ,0, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.550812
N = ,20, n = ,16, Step = ,1, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.421906
N = ,20, n = ,16, Step = ,2, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.653534
N = ,20, n = ,16, Step = ,3, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.173676
N = ,20, n = ,16, Step = ,3, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) Follow Recommendation = ,0.191589
N = ,20, n = ,16, Step = ,3, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) Submit Rating = ,0.324463
N = ,20, n = ,16, Step = ,4, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.007172
N = ,20, n = ,16, Step = ,4, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) Follow Recommendation = ,0.011871
N = ,20, n = ,16, Step = ,4, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) Submit Rating = ,0.661163
N = ,20, n = ,16, Step = ,5, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.763702
N = ,20, n = ,16, Step = ,6, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.647614
N = ,20, n = ,16, Step = ,7, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.629639
N = ,20, n = ,16, Step = ,8, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.045868
N = ,20, n = ,16, Step = ,8, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) Follow Recommendation = ,0.042023
N = ,20, n = ,16, Step = ,8, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) Submit Rating = ,0.96756
N = ,20, n = ,16, Step = ,9, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.923401
N = ,20, n = ,16, Step = ,10, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.551056
N = ,20, n = ,16, Step = ,11, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.211914
N = ,20, n = ,16, Step = ,12, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.781921
N = ,20, n = ,16, Step = ,13, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.564453
N = ,20, n = ,16, Step = ,14, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.552368
N = ,20, n = ,16, Step = ,15, Prob(rr) = ,0.203, Prob(fr) = ,0.875, Prob(sr) = ,0.159,Random Number (%) = ,0.928162
N = ,21, n = ,6, Step = ,0, Prob(rr) = ,0.224, Prob(fr) = ,0.868, Prob(sr) = ,0.161,Random Number (%) = ,0.674713
N = ,21, n = ,6, Step = ,1, Prob(rr) = ,0.224, Prob(fr) = ,0.868, Prob(sr) = ,0.161,Random Number (%) = ,0.785767
N = ,21, n = ,6, Step = ,2, Prob(rr) = ,0.224, Prob(fr) = ,0.868, Prob(sr) = ,0.161,Random Number (%) = ,0.46701
N = ,21, n = ,6, Step = ,3, Prob(rr) = ,0.224, Prob(fr) = ,0.868, Prob(sr) = ,0.161,Random Number (%) = ,0.112976
N = ,21, n = ,6, Step = ,3, Prob(rr) = ,0.224, Prob(fr) = ,0.868, Prob(sr) = ,0.161,Random Number (%) Follow Recommendation = ,0.183105
N = ,21, n = ,6, Step = ,3, Prob(rr) = ,0.224, Prob(fr) = ,0.868, Prob(sr) = ,0.161,Random Number (%) Submit Rating = ,0.400848
N = ,21, n = ,6, Step = ,4, Prob(rr) = ,0.224, Prob(fr) = ,0.868, Prob(sr) = ,0.161,Random Number (%) = ,0.483093
N = ,21, n = ,6, Step = ,5, Prob(rr) = ,0.224, Prob(fr) = ,0.868, Prob(sr) = ,0.161,Random Number (%) = ,0.276154
N = ,22, n = ,11, Step = ,0, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.612915
N = ,22, n = ,11, Step = ,1, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.736816
N = ,22, n = ,11, Step = ,2, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.448425
N = ,22, n = ,11, Step = ,3, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.107971
N = ,22, n = ,11, Step = ,3, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) Follow Recommendation = ,0.663208
N = ,22, n = ,11, Step = ,3, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) Submit Rating = ,0.174011
N = ,22, n = ,11, Step = ,3, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) Follow Recommendation = ,0.898682
N = ,22, n = ,11, Step = ,4, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.119232
N = ,22, n = ,11, Step = ,4, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) Follow Recommendation = ,0.621948
N = ,22, n = ,11, Step = ,4, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) Submit Rating = ,0.232391
N = ,22, n = ,11, Step = ,5, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.439117
N = ,22, n = ,11, Step = ,6, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.186798
N = ,22, n = ,11, Step = ,6, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) Follow Recommendation = ,0.283722
N = ,22, n = ,11, Step = ,6, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) Submit Rating = ,0.695801
N = ,22, n = ,11, Step = ,7, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.561981
N = ,22, n = ,11, Step = ,8, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.827789
N = ,22, n = ,11, Step = ,9, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.953644
N = ,22, n = ,11, Step = ,10, Prob(rr) = ,0.213, Prob(fr) = ,0.886, Prob(sr) = ,0.179,Random Number (%) = ,0.38739
N = ,23, n = ,1, Step = ,0, Prob(rr) = ,0.201, Prob(fr) = ,0.886, Prob(sr) = ,0.163,Random Number (%) = ,0.880127
N = ,24, n = ,12, Step = ,0, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.672119
N = ,24, n = ,12, Step = ,1, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.609772
N = ,24, n = ,12, Step = ,2, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.876831
N = ,24, n = ,12, Step = ,3, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.308624
N = ,24, n = ,12, Step = ,4, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.124237
N = ,24, n = ,12, Step = ,4, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.548828
N = ,24, n = ,12, Step = ,4, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.967224
N = ,24, n = ,12, Step = ,5, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.229034
N = ,24, n = ,12, Step = ,6, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.375946
N = ,24, n = ,12, Step = ,7, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.572052
N = ,24, n = ,12, Step = ,8, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.395477
N = ,24, n = ,12, Step = ,9, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.157471
N = ,24, n = ,12, Step = ,9, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.196228
N = ,24, n = ,12, Step = ,9, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.488434
N = ,24, n = ,12, Step = ,10, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.254791
N = ,24, n = ,12, Step = ,11, Prob(rr) = ,0.204, Prob(fr) = ,0.882, Prob(sr) = ,0.181,Random Number (%) = ,0.384003
N = ,25, n = ,15, Step = ,0, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.042145
N = ,25, n = ,15, Step = ,0, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) Follow Recommendation = ,0.235382
N = ,25, n = ,15, Step = ,0, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) Submit Rating = ,0.794037
N = ,25, n = ,15, Step = ,1, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.192627
N = ,25, n = ,15, Step = ,1, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) Follow Recommendation = ,0.775024
N = ,25, n = ,15, Step = ,1, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) Submit Rating = ,0.649323
N = ,25, n = ,15, Step = ,2, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.406372
N = ,25, n = ,15, Step = ,3, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.416046
N = ,25, n = ,15, Step = ,4, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.629211
N = ,25, n = ,15, Step = ,5, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.618439
N = ,25, n = ,15, Step = ,6, Prob(rr) = ,0.222, Prob(fr) = ,0.878, Prob(sr) = ,0.162,Random Number (%) = ,0.213715
